athlete,age,country,year,closing_ceremony_date,sport,gold,silver,bronze,total
Andreea Grigore,17,Romania,2008,8/24/08,Gymnastics,0,0,1,1
Joey Hagerty,26,United States,2008,8/24/08,Gymnastics,0,0,1,1
Fabian Hamb_chen,20,Germany,2008,8/24/08,Gymnastics,0,0,1,1
Hong Un-Jong,19,North Korea,2008,8/24/08,Gymnastics,1,0,0,1
Huang Xu,29,China,2008,8/24/08,Gymnastics,1,0,0,1
Jiang Yuyuan,16,China,2008,8/24/08,Gymnastics,1,0,0,1
Takehiro Kashima,28,Japan,2008,8/24/08,Gymnastics,0,1,0,1
Li Shanshan,16,China,2008,8/24/08,Gymnastics,1,0,0,1
Chellsie Memmel,20,United States,2008,8/24/08,Gymnastics,0,1,0,1
Takuya Nakase,25,Japan,2008,8/24/08,Gymnastics,0,1,0,1
Steliana Nistor,18,Romania,2008,8/24/08,Gymnastics,0,0,1,1
Makoto Okiguchi,22,Japan,2008,8/24/08,Gymnastics,0,1,0,1
Samantha Peszek,16,United States,2008,8/24/08,Gymnastics,0,1,0,1
Alicia Sacramone,20,United States,2008,8/24/08,Gymnastics,0,1,0,1
Koki Sakamoto,21,Japan,2008,8/24/08,Gymnastics,0,1,0,1
Bridget Sloan,16,United States,2008,8/24/08,Gymnastics,0,1,0,1
Louis Smith,19,Great Britain,2008,8/24/08,Gymnastics,0,0,1,1
Justin Spring,24,United States,2008,8/24/08,Gymnastics,0,0,1,1
Ana Tam_rjan,17,Romania,2008,8/24/08,Gymnastics,0,0,1,1
Kevin Tan,26,United States,2008,8/24/08,Gymnastics,0,0,1,1
Hiroyuki Tomita,27,Japan,2008,8/24/08,Gymnastics,0,1,0,1
Filip Ude,22,Croatia,2008,8/24/08,Gymnastics,0,1,0,1
Oleksandr Vorobiov,23,Ukraine,2008,8/24/08,Gymnastics,0,0,1,1
Yu Won-Cheol,24,South Korea,2008,8/24/08,Gymnastics,0,1,0,1
Oana Ban,18,Romania,2004,8/29/04,Gymnastics,1,0,0,1
Mohini Bhardwaj,25,United States,2004,8/29/04,Gymnastics,0,1,0,1
Igor Cassina,26,Italy,2004,8/29/04,Gymnastics,1,0,0,1
Jury Chechi,34,Italy,2004,8/29/04,Gymnastics,0,0,1,1
Gervasio Deferr,23,Spain,2004,8/29/04,Gymnastics,1,0,0,1
Jason Gatson,24,United States,2004,8/29/04,Gymnastics,0,1,0,1
Morgan Hamm,21,United States,2004,8/29/04,Gymnastics,0,1,0,1
Valeriy Honcharov,26,Ukraine,2004,8/29/04,Gymnastics,1,0,0,1
Kim Dae-Eun,19,South Korea,2004,8/29/04,Gymnastics,0,1,0,1
Mariya Kryuchkova,16,Russia,2004,8/29/04,Gymnastics,0,0,1,1
_milie Le Pennec,16,France,2004,8/29/04,Gymnastics,1,0,0,1
Li Xiaopeng,23,China,2004,8/29/04,Gymnastics,0,0,1,1
Brett McClure,23,United States,2004,8/29/04,Gymnastics,0,1,0,1
Courtney McCool,16,United States,2004,8/29/04,Gymnastics,0,1,0,1
Hisashi Mizutori,24,Japan,2004,8/29/04,Gymnastics,1,0,0,1
Patricia Moreno,16,Spain,2004,8/29/04,Gymnastics,0,0,1,1
Daisuke Nakano,21,Japan,2004,8/29/04,Gymnastics,1,0,0,1
Daniel Popescu,21,Romania,2004,8/29/04,Gymnastics,0,0,1,1
Dan Potra,26,Romania,2004,8/29/04,Gymnastics,0,0,1,1
Jevgenijs Sapronenko,25,Latvia,2004,8/29/04,Gymnastics,0,1,0,1
Razvan Selariu,20,Romania,2004,8/29/04,Gymnastics,0,0,1,1
Kyle Shewfelt,22,Canada,2004,8/29/04,Gymnastics,1,0,0,1
Silvia Stroescu,19,Romania,2004,8/29/04,Gymnastics,1,0,0,1
Ioan Suciu,26,Romania,2004,8/29/04,Gymnastics,0,0,1,1
Dimosthenis Tambakos,27,Greece,2004,8/29/04,Gymnastics,1,0,0,1
Teng Haibin,19,China,2004,8/29/04,Gymnastics,1,0,0,1
Naoya Tsukahara,27,Japan,2004,8/29/04,Gymnastics,1,0,0,1
Blaine Wilson,30,United States,2004,8/29/04,Gymnastics,0,1,0,1
Yang Tae-Yeong,24,South Korea,2004,8/29/04,Gymnastics,0,0,1,1
Lyudmila Yezhova-Grebenkova,22,Russia,2004,8/29/04,Gymnastics,0,0,1,1
Guard Young,27,United States,2004,8/29/04,Gymnastics,0,1,0,1
Yelena Zamolodchikova,21,Russia,2004,8/29/04,Gymnastics,0,0,1,1
Zhang Nan,18,China,2004,8/29/04,Gymnastics,0,0,1,1
Nataliya Ziganshina,18,Russia,2004,8/29/04,Gymnastics,0,0,1,1
Maksim Alyoshin,21,Russia,2000,10/1/00,Gymnastics,0,0,1,1
Leszek Blanik,23,Poland,2000,10/1/00,Gymnastics,0,0,1,1
Loredana Boboc,16,Romania,2000,10/1/00,Gymnastics,1,0,0,1
Anna Chepeleva,16,Russia,2000,10/1/00,Gymnastics,0,1,0,1
Amy Chow,22,United States,2000,10/1/00,Gymnastics,0,0,1,1
Szilveszter Csoll_ny,30,Hungary,2000,10/1/00,Gymnastics,1,0,0,1
Jamie Dantzscher,18,United States,2000,10/1/00,Gymnastics,0,0,1,1
Dominique Dawes,23,United States,2000,10/1/00,Gymnastics,0,0,1,1
Gervasio Deferr,19,Spain,2000,10/1/00,Gymnastics,1,0,0,1
Dmitry Drevin,18,Russia,2000,10/1/00,Gymnastics,0,0,1,1
Valeriy Honcharov,22,Ukraine,2000,10/1/00,Gymnastics,0,1,0,1
Huang Xu,21,China,2000,10/1/00,Gymnastics,1,0,0,1
Andreea Isarescu,16,Romania,2000,10/1/00,Gymnastics,1,0,0,1
Anastasiya Kolesnikova,16,Russia,2000,10/1/00,Gymnastics,0,1,0,1
Nikolay Kryukov,21,Russia,2000,10/1/00,Gymnastics,0,0,1,1
Ling Jie,17,China,2000,10/1/00,Gymnastics,0,1,0,1
Kristin Maloney,19,United States,2000,10/1/00,Gymnastics,0,0,1,1
Ruslan Mezentsev,19,Ukraine,2000,10/1/00,Gymnastics,0,1,0,1
Valeriy Pereshkura,22,Ukraine,2000,10/1/00,Gymnastics,0,1,0,1
Yevgeny Podgorny,23,Russia,2000,10/1/00,Gymnastics,0,0,1,1
_ric Poujade,28,France,2000,10/1/00,Gymnastics,0,1,0,1
Claudia Presacan,20,Romania,2000,10/1/00,Gymnastics,1,0,0,1
Elise Ray,18,United States,2000,10/1/00,Gymnastics,0,0,1,1
Tasha Schwikert-Warren,15,United States,2000,10/1/00,Gymnastics,0,0,1,1
Oleksandr Svitlychniy,28,Ukraine,2000,10/1/00,Gymnastics,0,1,0,1
Dimosthenis Tambakos,23,Greece,2000,10/1/00,Gymnastics,0,1,0,1
Marius Urzica,24,Romania,2000,10/1/00,Gymnastics,1,0,0,1
Benjamin Varonian,20,France,2000,10/1/00,Gymnastics,0,1,0,1
Igors Vihrovs,22,Latvia,2000,10/1/00,Gymnastics,1,0,0,1
Xiao Junfeng,21,China,2000,10/1/00,Gymnastics,1,0,0,1
Xing Aowei,18,China,2000,10/1/00,Gymnastics,1,0,0,1
Yang Yun,15,China,2000,10/1/00,Gymnastics,0,0,1,1
Zheng Lihui,22,China,2000,10/1/00,Gymnastics,1,0,0,1
Roman Zozulia,21,Ukraine,2000,10/1/00,Gymnastics,0,1,0,1
Alex Sandro,21,Brazil,2012,8/12/12,Football,0,1,0,1
Alexandre Pato,22,Brazil,2012,8/12/12,Football,0,1,0,1
Kozue Ando,30,Japan,2012,8/12/12,Football,0,1,0,1
Javier Aquino,22,Mexico,2012,8/12/12,Football,1,0,0,1
Baek Seong-Dong,20,South Korea,2012,8/12/12,Football,0,0,1,1
Shannon Boxx,35,United States,2012,8/12/12,Football,1,0,0,1
Rachel Buehler,26,United States,2012,8/12/12,Football,1,0,0,1
Candace Chapman,29,Canada,2012,8/12/12,Football,0,0,1,1
Darvin Ch_vez,22,Mexico,2012,8/12/12,Football,1,0,0,1
Lauren Cheney,24,United States,2012,8/12/12,Football,1,0,0,1
Jos_ Corona,31,Mexico,2012,8/12/12,Football,1,0,0,1
Javier Cort_s,23,Mexico,2012,8/12/12,Football,1,0,0,1
Leandro Dami_o,23,Brazil,2012,8/12/12,Football,0,1,0,1
Danilo,21,Brazil,2012,8/12/12,Football,0,1,0,1
Giovani dos Santos,23,Mexico,2012,8/12/12,Football,1,0,0,1
Jorge Enr_quez,21,Mexico,2012,8/12/12,Football,1,0,0,1
Marco Fabi_n,23,Mexico,2012,8/12/12,Football,1,0,0,1
Jonelle Filigno,21,Canada,2012,8/12/12,Football,0,0,1,1
Miho Fukumoto,28,Japan,2012,8/12/12,Football,0,1,0,1
Gabriel,19,Brazil,2012,8/12/12,Football,0,1,0,1
Ganso,22,Brazil,2012,8/12/12,Football,0,1,0,1
Robyn Gayle,26,Canada,2012,8/12/12,Football,0,0,1,1
Gi Seong-Yong,23,South Korea,2012,8/12/12,Football,0,0,1,1
Gu Ja-Cheol,23,South Korea,2012,8/12/12,Football,0,0,1,1
Tobin Heath,24,United States,2012,8/12/12,Football,1,0,0,1
H_ctor Herrera,22,Mexico,2012,8/12/12,Football,1,0,0,1
Hulk,26,Brazil,2012,8/12/12,Football,0,1,0,1
Hwang Seok-Ho,23,South Korea,2012,8/12/12,Football,0,0,1,1
Mana Iwabuchi,19,Japan,2012,8/12/12,Football,0,1,0,1
Azusa Iwashimizu,25,Japan,2012,8/12/12,Football,0,1,0,1
Jeong Seong-Ryong,27,South Korea,2012,8/12/12,Football,0,0,1,1
Jeong U-Yeong,22,South Korea,2012,8/12/12,Football,0,0,1,1
Ji Dong-Won,21,South Korea,2012,8/12/12,Football,0,0,1,1
Israel Jim_nez,22,Mexico,2012,8/12/12,Football,1,0,0,1
Ra_l Jim_nez,21,Mexico,2012,8/12/12,Football,1,0,0,1
Juan,21,Brazil,2012,8/12/12,Football,0,1,0,1
Ayumi Kaihori,25,Japan,2012,8/12/12,Football,0,1,0,1
Nahomi Kawasumi,26,Japan,2012,8/12/12,Football,0,1,0,1
Kim Bo-Gyeong,22,South Korea,2012,8/12/12,Football,0,0,1,1
Kim Chang-Su,26,South Korea,2012,8/12/12,Football,0,0,1,1
Kim Gi-Hui,23,South Korea,2012,8/12/12,Football,0,0,1,1
Kim Hyeon-Seong,22,South Korea,2012,8/12/12,Football,0,0,1,1
Kim Yeong-Gwon,22,South Korea,2012,8/12/12,Football,0,0,1,1
Yukari Kinga,28,Japan,2012,8/12/12,Football,0,1,0,1
Saki Kumagai,21,Japan,2012,8/12/12,Football,0,1,0,1
Kaylyn Kyle,23,Canada,2012,8/12/12,Football,0,0,1,1
Karina LeBlanc,32,Canada,2012,8/12/12,Football,0,0,1,1
Lee Beom-Yeong,23,South Korea,2012,8/12/12,Football,0,0,1,1
Amy LePeilbet,30,United States,2012,8/12/12,Football,1,0,0,1
Sydney Leroux,22,United States,2012,8/12/12,Football,1,0,0,1
Carli Lloyd,30,United States,2012,8/12/12,Football,1,0,0,1
Lucas,19,Brazil,2012,8/12/12,Football,0,1,0,1
Marcelo,24,Brazil,2012,8/12/12,Football,0,1,0,1
Karina Maruyama,29,Japan,2012,8/12/12,Football,0,1,0,1
Diana Matheson,28,Canada,2012,8/12/12,Football,0,0,1,1
Erin McLeod,29,Canada,2012,8/12/12,Football,0,0,1,1
Hiram Mier,22,Mexico,2012,8/12/12,Football,1,0,0,1
Heather Mitts,34,United States,2012,8/12/12,Football,1,0,0,1
Aya Miyama,27,Japan,2012,8/12/12,Football,0,1,0,1
Alex Morgan,23,United States,2012,8/12/12,Football,1,0,0,1
Carmelina Moscato,28,Canada,2012,8/12/12,Football,0,0,1,1
Yuki Nagasato-Ogimi,25,Japan,2012,8/12/12,Football,0,1,0,1
Nam Tae-Hui,21,South Korea,2012,8/12/12,Football,0,0,1,1
Marie-Eve Nault,30,Canada,2012,8/12/12,Football,0,0,1,1
Neto,23,Brazil,2012,8/12/12,Football,0,1,0,1
Neymar,20,Brazil,2012,8/12/12,Football,0,1,0,1
Kelley O'Hara,23,United States,2012,8/12/12,Football,1,0,0,1
Heather O'Reilly,27,United States,2012,8/12/12,Football,1,0,0,1
O Jae-Seok,22,South Korea,2012,8/12/12,Football,0,0,1,1
Shinobu Ohno,28,Japan,2012,8/12/12,Football,0,1,0,1
Oscar,20,Brazil,2012,8/12/12,Football,0,1,0,1
Park Jong-Wu,23,South Korea,2012,8/12/12,Football,0,0,1,1
Park Ju-Yeong,27,South Korea,2012,8/12/12,Football,0,0,1,1
Kelly Parker,31,Canada,2012,8/12/12,Football,0,0,1,1
Christie Pearce-Rampone,37,United States,2012,8/12/12,Football,1,0,0,1
Oribe Peralta,28,Mexico,2012,8/12/12,Football,1,0,0,1
Miguel Ponce,23,Mexico,2012,8/12/12,Football,1,0,0,1
Rafael,22,Brazil,2012,8/12/12,Football,0,1,0,1
Megan Rapinoe,27,United States,2012,8/12/12,Football,1,0,0,1
Diego Reyes,19,Mexico,2012,8/12/12,Football,1,0,0,1
Amy Rodriguez,25,United States,2012,8/12/12,Football,1,0,0,1
R_mulo,21,Brazil,2012,8/12/12,Football,0,1,0,1
Mizuho Sakaguchi,24,Japan,2012,8/12/12,Football,0,1,0,1
Carlos Salcido,32,Mexico,2012,8/12/12,Football,1,0,0,1
Aya Sameshima,25,Japan,2012,8/12/12,Football,0,1,0,1
Sandro,23,Brazil,2012,8/12/12,Football,0,1,0,1
Becky Sauerbrunn,27,United States,2012,8/12/12,Football,1,0,0,1
Homare Sawa,33,Japan,2012,8/12/12,Football,0,1,0,1
Sophie Schmidt,24,Canada,2012,8/12/12,Football,0,0,1,1
Desiree Scott,24,Canada,2012,8/12/12,Football,0,0,1,1
Lauren Sesselmann,28,Canada,2012,8/12/12,Football,0,0,1,1
Thiago Silva,27,Brazil,2012,8/12/12,Football,0,1,0,1
Christine Sinclair,29,Canada,2012,8/12/12,Football,0,0,1,1
Hope Solo,30,United States,2012,8/12/12,Football,1,0,0,1
Chelsea Stewart,22,Canada,2012,8/12/12,Football,0,0,1,1
Megumi Takase,21,Japan,2012,8/12/12,Football,0,1,0,1
Asuna Tanaka,24,Japan,2012,8/12/12,Football,0,1,0,1
Melissa Tancredi,30,Canada,2012,8/12/12,Football,0,0,1,1
Brittany Timko,26,Canada,2012,8/12/12,Football,0,0,1,1
Bruno Uvini,21,Brazil,2012,8/12/12,Football,0,1,0,1
N_stor Vidrio,23,Mexico,2012,8/12/12,Football,1,0,0,1
Abby Wambach,32,United States,2012,8/12/12,Football,1,0,0,1
Rhian Wilkinson,30,Canada,2012,8/12/12,Football,0,0,1,1
Kyoko Yano,28,Japan,2012,8/12/12,Football,0,1,0,1
Yun Seok-Yeong,22,South Korea,2012,8/12/12,Football,0,0,1,1
Lautaro Acosta,20,Argentina,2008,8/24/08,Football,1,0,0,1
Olubayo Adefemi,22,Nigeria,2008,8/24/08,Football,0,1,0,1
Dele Adeleye,19,Nigeria,2008,8/24/08,Football,0,1,0,1
Sergio Ag_ero,20,Argentina,2008,8/24/08,Football,1,0,0,1
Femi Ajilore,23,Nigeria,2008,8/24/08,Football,0,1,0,1
Alexandre Pato,18,Brazil,2008,8/24/08,Football,0,0,1,1
Efe Ambrose,19,Nigeria,2008,8/24/08,Football,0,1,0,1
_nderson,20,Brazil,2008,8/24/08,Football,0,0,1,1
Andr_ia,30,Brazil,2008,8/24/08,Football,0,1,0,1
Nadine Angerer,29,Germany,2008,8/24/08,Football,0,0,1,1
Victor Anichebe,20,Nigeria,2008,8/24/08,Football,0,1,0,1
Onyekachi Apam,21,Nigeria,2008,8/24/08,Football,0,1,0,1
Lira Bajramaj,20,Germany,2008,8/24/08,Football,0,0,1,1
_ver Banega,20,Argentina,2008,8/24/08,Football,1,0,0,1
B_rbara,20,Brazil,2008,8/24/08,Football,0,1,0,1
Melanie Behringer,22,Germany,2008,8/24/08,Football,0,0,1,1
Shannon Boxx,31,United States,2008,8/24/08,Football,1,0,0,1
Breno,18,Brazil,2008,8/24/08,Football,0,0,1,1
Linda Bresonik,24,Germany,2008,8/24/08,Football,0,0,1,1
Rachel Buehler,22,United States,2008,8/24/08,Football,1,0,0,1
Diego Buonanotte,20,Argentina,2008,8/24/08,Football,1,0,0,1
Lori Chalupny,24,United States,2008,8/24/08,Football,1,0,0,1
Lauren Cheney,20,United States,2008,8/24/08,Football,1,0,0,1
Stephanie Cox,22,United States,2008,8/24/08,Football,1,0,0,1
Cristiane,23,Brazil,2008,8/24/08,Football,0,1,0,1
Daniela,24,Brazil,2008,8/24/08,Football,0,1,0,1
_ngel Di Mar_a,20,Argentina,2008,8/24/08,Football,1,0,0,1
Diego,23,Brazil,2008,8/24/08,Football,0,0,1,1
Emmanuel Ekpo,20,Nigeria,2008,8/24/08,Football,0,1,0,1
_rika,20,Brazil,2008,8/24/08,Football,0,1,0,1
Ester,25,Brazil,2008,8/24/08,Football,0,1,0,1
Fabiana,19,Brazil,2008,8/24/08,Football,0,1,0,1
Federico Fazio,21,Argentina,2008,8/24/08,Football,1,0,0,1
Formiga,30,Brazil,2008,8/24/08,Football,0,1,0,1
Francielle,18,Brazil,2008,8/24/08,Football,0,1,0,1
Fernando Gago,22,Argentina,2008,8/24/08,Football,1,0,0,1
Ezequiel Garay,21,Argentina,2008,8/24/08,Football,1,0,0,1
Kerstin Garefrekes,28,Germany,2008,8/24/08,Football,0,0,1,1
Tobin Heath,20,United States,2008,8/24/08,Football,1,0,0,1
Hernanes,23,Brazil,2008,8/24/08,Football,0,0,1,1
Ariane Hingst,29,Germany,2008,8/24/08,Football,0,0,1,1
Angela Hucles,30,United States,2008,8/24/08,Football,1,0,0,1
Ilsinho,22,Brazil,2008,8/24/08,Football,0,0,1,1
Promise Isaac,20,Nigeria,2008,8/24/08,Football,0,1,0,1
Monday James,21,Nigeria,2008,8/24/08,Football,0,1,0,1
J_,21,Brazil,2008,8/24/08,Football,0,0,1,1
Tasha Kai,25,United States,2008,8/24/08,Football,1,0,0,1
Sani Kaita,22,Nigeria,2008,8/24/08,Football,0,1,0,1
K_ki,22,Brazil,2008,8/24/08,Football,0,1,0,1
Annike Krahn,23,Germany,2008,8/24/08,Football,0,0,1,1
Simone Laudehr,22,Germany,2008,8/24/08,Football,0,0,1,1
Ezequiel Lavezzi,23,Argentina,2008,8/24/08,Football,1,0,0,1
Renate Lingor,32,Germany,2008,8/24/08,Football,0,0,1,1
Carli Lloyd,26,United States,2008,8/24/08,Football,1,0,0,1
Lucas,21,Brazil,2008,8/24/08,Football,0,0,1,1
Marcelo,20,Brazil,2008,8/24/08,Football,0,0,1,1
Marta,22,Brazil,2008,8/24/08,Football,0,1,0,1
Javier Mascherano,24,Argentina,2008,8/24/08,Football,1,0,0,1
Maurine,22,Brazil,2008,8/24/08,Football,0,1,0,1
Maycon,31,Brazil,2008,8/24/08,Football,0,1,0,1
Lionel Messi,21,Argentina,2008,8/24/08,Football,1,0,0,1
Anja Mittag,23,Germany,2008,8/24/08,Football,0,0,1,1
Heather Mitts,30,United States,2008,8/24/08,Football,1,0,0,1
Fabi_n Monz_n,21,Argentina,2008,8/24/08,Football,1,0,0,1
Thiago Neves,23,Brazil,2008,8/24/08,Football,0,0,1,1
Heather O'Reilly,23,United States,2008,8/24/08,Football,1,0,0,1
Victor Obinna,21,Nigeria,2008,8/24/08,Football,0,1,0,1
Peter Odemwingie,27,Nigeria,2008,8/24/08,Football,0,1,0,1
Chinedu Ogbuke,22,Nigeria,2008,8/24/08,Football,0,1,0,1
Chibuzor Okonkwo,19,Nigeria,2008,8/24/08,Football,0,1,0,1
Solomon Okoronkwo,21,Nigeria,2008,8/24/08,Football,0,1,0,1
C_lia Okoyino da Mbabi,20,Germany,2008,8/24/08,Football,0,0,1,1
Nicol_s Pareja,24,Argentina,2008,8/24/08,Football,1,0,0,1
Christie Pearce-Rampone,33,United States,2008,8/24/08,Football,1,0,0,1
Babett Peter,20,Germany,2008,8/24/08,Football,0,0,1,1
Conny Pohlers,29,Germany,2008,8/24/08,Football,0,0,1,1
Pretinha,33,Brazil,2008,8/24/08,Football,0,1,0,1
Birgit Prinz,30,Germany,2008,8/24/08,Football,0,0,1,1
Rafinha,22,Brazil,2008,8/24/08,Football,0,0,1,1
Ramires,21,Brazil,2008,8/24/08,Football,0,0,1,1
Renan,23,Brazil,2008,8/24/08,Football,0,0,1,1
Juan Riquelme,30,Argentina,2008,8/24/08,Football,1,0,0,1
Amy Rodriguez,21,United States,2008,8/24/08,Football,1,0,0,1
Sergio Romero,21,Argentina,2008,8/24/08,Football,1,0,0,1
Ronaldinho,28,Brazil,2008,8/24/08,Football,0,0,1,1
Andr_ia Rosa,24,Brazil,2008,8/24/08,Football,0,1,0,1
Rosana,26,Brazil,2008,8/24/08,Football,0,1,0,1
Alex Silva,23,Brazil,2008,8/24/08,Football,0,0,1,1
Thiago Silva,23,Brazil,2008,8/24/08,Football,0,0,1,1
Simone,27,Brazil,2008,8/24/08,Football,0,1,0,1
Sandra Smisek,31,Germany,2008,8/24/08,Football,0,0,1,1
Rafael S_bis,23,Brazil,2008,8/24/08,Football,0,0,1,1
Kate Sobrero-Markgraf,31,United States,2008,8/24/08,Football,1,0,0,1
Hope Solo,27,United States,2008,8/24/08,Football,1,0,0,1
Jos_ Sosa,23,Argentina,2008,8/24/08,Football,1,0,0,1
Kerstin Stegemann,30,Germany,2008,8/24/08,Football,0,0,1,1
T_nia Maranh_o,33,Brazil,2008,8/24/08,Football,0,1,0,1
Lindsay Tarpley,24,United States,2008,8/24/08,Football,1,0,0,1
_scar Ustari,22,Argentina,2008,8/24/08,Football,1,0,0,1
Ambruse Vanzekin,22,Nigeria,2008,8/24/08,Football,0,1,0,1
Aly Wagner,27,United States,2008,8/24/08,Football,1,0,0,1
Pablo Zabaleta,23,Argentina,2008,8/24/08,Football,1,0,0,1
Aline,22,Brazil,2004,8/29/04,Football,0,1,0,1
Andr_ia,26,Brazil,2004,8/29/04,Football,0,1,0,1
Roberto Ayala,31,Argentina,2004,8/29/04,Football,1,0,0,1
Isabell Bachor,21,Germany,2004,8/29/04,Football,0,0,1,1
Fredy Bareiro,22,Paraguay,2004,8/29/04,Football,0,1,0,1
Diego Barreto,23,Paraguay,2004,8/29/04,Football,0,1,0,1
_dgar Barreto,20,Paraguay,2004,8/29/04,Football,0,1,0,1
Andrea Barzagli,23,Italy,2004,8/29/04,Football,0,0,1,1
Pedro Ben_tez,23,Paraguay,2004,8/29/04,Football,0,1,0,1
Daniele Bonera,23,Italy,2004,8/29/04,Football,0,0,1,1
Cesare Bovo,21,Italy,2004,8/29/04,Football,0,0,1,1
Shannon Boxx,27,United States,2004,8/29/04,Football,1,0,0,1
Nicol_s Burdisso,23,Argentina,2004,8/29/04,Football,1,0,0,1
Jos_ Cardozo,33,Paraguay,2004,8/29/04,Football,0,1,0,1
Brandi Chastain,36,United States,2004,8/29/04,Football,1,0,0,1
Giorgio Chiellini,19,Italy,2004,8/29/04,Football,0,0,1,1
Fabricio Coloccini,22,Argentina,2004,8/29/04,Football,1,0,0,1
Ernesto Cristaldo,20,Paraguay,2004,8/29/04,Football,0,1,0,1
Cristiane,19,Brazil,2004,8/29/04,Football,0,1,0,1
Andr_s D'Alessandro,23,Argentina,2004,8/29/04,Football,1,0,0,1
Daniela,20,Brazil,2004,8/29/04,Football,0,1,0,1
Daniele De Rossi,21,Italy,2004,8/29/04,Football,0,0,1,1
Simone Del Nero,23,Italy,2004,8/29/04,Football,0,0,1,1
C_sar Delgado,22,Argentina,2004,8/29/04,Football,1,0,0,1
Jos_ Devaca,21,Paraguay,2004,8/29/04,Football,0,1,0,1
Osvaldo D_az,22,Paraguay,2004,8/29/04,Football,0,1,0,1
Marco Donadel,21,Italy,2004,8/29/04,Football,0,0,1,1
Elaine,21,Brazil,2004,8/29/04,Football,0,1,0,1
Julio C_sar Enciso,30,Paraguay,2004,8/29/04,Football,0,1,0,1
Celso Esquivel,23,Paraguay,2004,8/29/04,Football,0,1,0,1
Joy Fawcett,36,United States,2004,8/29/04,Football,1,0,0,1
Matteo Ferrari,24,Italy,2004,8/29/04,Football,0,0,1,1
Diego Figueredo,22,Paraguay,2004,8/29/04,Football,0,1,0,1
Formiga,26,Brazil,2004,8/29/04,Football,0,1,0,1
Julie Foudy,33,United States,2004,8/29/04,Football,1,0,0,1
Sonja Fuss,25,Germany,2004,8/29/04,Football,0,0,1,1
Carlos Gamarra,33,Paraguay,2004,8/29/04,Football,0,1,0,1
Kerstin Garefrekes,24,Germany,2004,8/29/04,Football,0,0,1,1
Andrea Gasbarroni,23,Italy,2004,8/29/04,Football,0,0,1,1
Alberto Gilardino,22,Italy,2004,8/29/04,Football,0,0,1,1
Pablo Gim_nez,23,Paraguay,2004,8/29/04,Football,0,1,0,1
Julio Gonz_lez,22,Paraguay,2004,8/29/04,Football,0,1,0,1
Kily Gonz_lez,30,Argentina,2004,8/29/04,Football,1,0,0,1
Luis Gonz_lez,23,Argentina,2004,8/29/04,Football,1,0,0,1
Mariano Gonz_lez,23,Argentina,2004,8/29/04,Football,1,0,0,1
Grazielle,23,Brazil,2004,8/29/04,Football,0,1,0,1
Sarah G_nther,21,Germany,2004,8/29/04,Football,0,0,1,1
Mia Hamm,32,United States,2004,8/29/04,Football,1,0,0,1
Gabriel Heinze,26,Argentina,2004,8/29/04,Football,1,0,0,1
Ariane Hingst,25,Germany,2004,8/29/04,Football,0,0,1,1
Angela Hucles,26,United States,2004,8/29/04,Football,1,0,0,1
Steffi Jones,31,Germany,2004,8/29/04,Football,0,0,1,1
Juliana,22,Brazil,2004,8/29/04,Football,0,1,0,1
Kelly Cristina,19,Brazil,2004,8/29/04,Football,0,1,0,1
K_ki,18,Brazil,2004,8/29/04,Football,0,1,0,1
Kristine Lilly,33,United States,2004,8/29/04,Football,1,0,0,1
Renate Lingor,28,Germany,2004,8/29/04,Football,0,0,1,1
Germ_n Lux,22,Argentina,2004,8/29/04,Football,1,0,0,1
Julio Manzur,23,Paraguay,2004,8/29/04,Football,0,1,0,1
Marta,18,Brazil,2004,8/29/04,Football,0,1,0,1
Emilio Mart_nez,23,Paraguay,2004,8/29/04,Football,0,1,0,1
Javier Mascherano,20,Argentina,2004,8/29/04,Football,1,0,0,1
Maycon,27,Brazil,2004,8/29/04,Football,0,1,0,1
Nicol_s Medina,22,Argentina,2004,8/29/04,Football,1,0,0,1
Giandomenico Mesto,22,Italy,2004,8/29/04,Football,0,0,1,1
Sandra Minnert,31,Germany,2004,8/29/04,Football,0,0,1,1
Heather Mitts,26,United States,2004,8/29/04,Football,1,0,0,1
M_nica,26,Brazil,2004,8/29/04,Football,0,1,0,1
Emiliano Moretti,23,Italy,2004,8/29/04,Football,0,0,1,1
Martina M_ller,24,Germany,2004,8/29/04,Football,0,0,1,1
Heather O'Reilly,19,United States,2004,8/29/04,Football,1,0,0,1
Viola Odebrecht,21,Germany,2004,8/29/04,Football,0,0,1,1
Navina Omilade,22,Germany,2004,8/29/04,Football,0,0,1,1
Angelo Palombo,22,Italy,2004,8/29/04,Football,0,0,1,1
Cindy Parlow,26,United States,2004,8/29/04,Football,1,0,0,1
Christie Pearce-Rampone,29,United States,2004,8/29/04,Football,1,0,0,1
Ivan Pelizzoli,23,Italy,2004,8/29/04,Football,0,0,1,1
Giampiero Pinzi,23,Italy,2004,8/29/04,Football,0,0,1,1
Andrea Pirlo,25,Italy,2004,8/29/04,Football,0,0,1,1
Conny Pohlers,25,Germany,2004,8/29/04,Football,0,0,1,1
Pretinha,29,Brazil,2004,8/29/04,Football,0,1,0,1
Birgit Prinz,26,Germany,2004,8/29/04,Football,0,0,1,1
Cat Reddick,22,United States,2004,8/29/04,Football,1,0,0,1
Clemente Rodr_guez,23,Argentina,2004,8/29/04,Football,1,0,0,1
